0,0.3257830195,0.3024706396,0.40432277,0.3793376986,0,0,0.8342999935,20,0,0,0.8343157929,20,0.05,0,0.7377368435,20,0.05,0,0.7961538501,40,0.025,0,0.8819714206,40,0.125,0,1.1123684115,20,0.05,0,1.0121428558,40,0.125,0,0.374631568,0.2159890057,1.1499419725,0.5341994608,0.8420707167,0.6330001354,0.7250000238,0.8279999495,0.9049998522,1.1119999886,0.617000103,0.7134999037,0.7714999914,0.8025001287,1.4040000439,0.5800001621,0.638999939,0.6955000162,0.7374999523,0.9330000877,0.5260000229,0.6434998512,0.7150000334,0.8585000038,1.6380000114,0.4730000496,0.5880000591,0.6819999218,0.8960000277,1.5539999008,0.8320000172,0.8995000124,0.9684998989,1.13349998,2.2100000382,0.5450000763,0.6660000086,0.7370001078,0.9364999533,3.01699996
0,0.4329935823,0.4220783443,0.3174418264,0.2474714142,0,0,0.6516842124,20,0.05,0,0.5295000178,20,0.2,0.1,0.770777786,20,0.1,0,0.6123636373,40,0.175,0,0.6495757418,40,0.175,0.025,0.9813684197,20,0.05,0,0.7805882429,40,0.15,0,0.2105906337,0.1682246056,0.4863597113,0.5299383747,0.508149043,0.4879999161,0.5460000038,0.5975000858,0.6635000706,0.9189999104,0.2730000019,0.3274998665,0.3684999943,0.4640001059,0.7109999657,0.4010000229,0.4844999313,0.5644999743,0.7124999762,2.4820001125,0.3130002022,0.382999897,0.4839998484,0.5494999886,1.0230000019,0.1759998798,0.3919999599,0.4999998808,0.5455001593,1.3029999733,0.5039999485,0.6720000505,0.8320000172,1.1049998999,1.8240001202,0.3269999027,0.5325000286,0.5960000753,0.7474999428,1.7679998875
2,0.4004955895,0.3961137909,0.3635963957,0.3351488031,0,0,0.6728947323,20,0.05,0,0.6061052558,20,0.05,0,1.1239500046,20,0,0,0.8781842154,40,0.05,0,0.7610833422,40,0.1,0,0.9685555606,20,0.1,0,0.95397142,40,0.125,0,-0.1553944439,0.0757872046,-0.3880053813,0.2084377225,-0.0897838294,0.4719998837,0.5724999905,0.6010000706,0.6634999514,1.1040000916,0.4479999542,0.4639999866,0.5200001001,0.5920000076,1.1330001354,0.8789999485,0.9804999828,1.1685000658,1.2604999542,1.4079999924,0.3359999657,0.5760000944,0.7800000906,1.0034998655,1.8240001202,0.3509998322,0.4799998999,0.5759999752,0.6799999475,1.6159999371,0.5039999485,0.5784999132,0.7380000353,0.9034999609,2.4779999256,0.4160001278,0.5839998722,0.7600001097,1.0834999085,1.7509999275
0,0.3361783846,0.3226948507,0.3254151583,0.3001042076,0,0,0.7619500041,20,0,0,0.7457894687,20,0.05,0,0.846449995,20,0,0,0.8161578904,40,0.05,0,0.8506315793,40,0.05,0,1.0321052611,20,0.05,0,0.8528108092,40,0.075,0,0.1856552661,0.0366529188,0.5522522405,0.1126343314,0.332443286,0.6480000019,0.6960000992,0.7240000963,0.8320000172,1.0150001049,0.5840001106,0.6254999638,0.6664999723,0.7395000458,1.2400000095,0.625,0.7079999447,0.7879999876,0.9084999561,1.5280001164,0.4800000191,0.625,0.6894999743,0.816000104,1.9919998646,0.4960000515,0.6475000381,0.7040001154,0.8005000353,2.4319999218,0.6480000019,0.7394999266,0.8684999943,1.0075000525,2.1210000515,0.4070000649,0.625,0.7324999571,0.9040000439,2.1930000782
2,0.6421601335,0.6402668244,0.5127605103,0.5016319107,0,0.0125,0.7836500049,20,0,0,0.7013684233,20,0.05,0,0.8784500003,20,0,0.05,0.7860000015,40,0.075,0,0.988567566,40,0.075,0,1.1166666656,20,0.1,0,1.1105555537,40,0.1,0,0.2382166653,0.3245555522,0.3709614672,0.6329573859,0.5019594266,0.5220000744,0.6069999933,0.7005000114,0.994500041,1.2649998665,0.4259998798,0.5529999733,0.6665000916,0.766499877,0.9220001698,0.0679998398,0.6675000191,0.8404999971,0.9450000525,1.7900002003,0.3690001965,0.5299999714,0.7120000124,0.7840001583,1.9539999962,0.5980000496,0.682000041,0.7365000248,1.0259999037,2.8139998913,0.5190000534,0.6629999876,0.7235000134,1.0519999266,3.8140001297,0.5280001163,0.6789999008,0.8470000029,1.0920000076,3.2070000172
5,0.6596250162,0.6596513878,0.4476588865,0.4289491786,0,0,0.8050526353,20,0.05,0,0.6987499952,20,0,0,1.0000499964,20,0,0,0.9436486422,40,0.075,0,1.1459729811,40,0.075,0,1.2049444559,20,0.1,0,1.0952285698,40,0.125,0,0.2048944595,0.1515799276,0.3106226333,0.338605872,0.3246142527,0.4400000572,0.675999999,0.7365000248,0.8480000496,1.1519999504,0.495000124,0.611000061,0.7029999495,0.7760000229,0.871999979,0.5520000458,0.627499938,0.8524999619,1.2450000048,2.4559998512,0.4709999561,0.6679999828,0.7810001373,1.059499979,2.3119997978,0.5349998474,0.7109999657,0.9845001698,1.3719998598,2.8329999447,0.518999815,0.7035000324,0.8885000944,1.3484998941,3.9609999657,0.4960000515,0.7289998531,0.8325001001,1.263499856,2.1510000229
0,0.2185202798,0.1518293388,0.2459454165,0.1341131282,0,0.00625,0.8023157782,20,0.05,0,0.7705000019,20,0.1,0,0.7809999943,20,0,0,0.7801389008,40,0.1,0,0.7286842093,40,0.05,0,0.8894117737,20,0.15,0,0.796718764,40,0.2,0.025,0.1084117794,0.0165798632,0.4961177035,0.0674127757,0.2817652396,0.6210000515,0.7049999237,0.7235000134,0.8000000715,1.2380001545,0.4859998226,0.5960000753,0.6720000505,0.7329999208,1.2630000114,0.6070001125,0.6980000734,0.7809998989,0.8499999046,1.0069999695,0.492000103,0.5885000229,0.7084999084,0.7974998951,1.2610001564,0.5220000744,0.5669999123,0.681499958,0.7520000935,1.4670000076,0.6059999466,0.6375000477,0.7574999332,0.8760000467,1.2680001259,0.2539999485,0.5865000486,0.6695001125,0.7029999495,1.01699996
1,0.4070237765,0.3192352927,0.3149459244,0.1789244946,0,0.01875,0.6913684077,20,0.05,0,0.6240499973,20,0,0,1.2428461574,20,0.35,0.05,0.9803636265,40,0.45,0.025,0.8130000005,40,0.15,0,0.8453333288,20,0.1,0,0.8276666609,40,0.175,0,-0.3975128286,-0.1526969655,-0.9766329428,-0.4848355025,-0.7307342226,0.5130000114,0.611000061,0.6504999399,0.6944999695,0.9370000362,0.5410001278,0.5750000477,0.6084998846,0.6394999027,0.9179999828,0.253000021,0.926500082,1.1419999599,1.2110000849,1.9930000305,0.2829999924,0.5444999933,0.6154998541,0.7680000067,1.1180000305,0.4800000191,0.6054999828,0.7235000134,0.7884999514,1.0780000687,0.5750000477,0.6530001163,0.7220000029,0.8699998856,1.1729998589,0.5,0.6215000153,0.6505000591,0.8285000324,1.0069999695
0,0.4703182451,0.4554523617,0.3356363184,0.3146769307,0,0,0.816049993,20,0,0,0.6407499909,20,0,0,0.8772500038,20,0,0,0.7607750058,40,0,0,0.797874999,40,0,0,1.1418888876,20,0.1,0,0.9785945941,40,0.075,0,0.2646388838,0.2178195883,0.5626804542,0.6489750256,0.6058277399,0.6330001354,0.7220000029,0.7905000448,0.8704999685,1.236000061,0.5629999638,0.6184999943,0.6414999962,0.6629999876,0.7249999046,0.5829999447,0.7074999809,0.7655000687,0.8035000563,1.9750001431,0.6019999981,0.6610000134,0.7294999361,0.8079999685,1.3459999561,0.5640001297,0.6579998732,0.7824999094,0.8815000057,1.4089999199,0.5910000801,0.7224999666,0.8110001087,1.1545000076,2.6559998989,0.5789999962,0.6665000916,0.7749998569,1.0034999847,2.6809999943
1,0.3816574125,0.2798023834,0.5558266779,0.5540230255,0,0,0.933799994,20,0,0,0.6878499985,20,0,0,1.2838000298,20,0.5,0,0.9554358925,40,0.025,0,0.7793250024,40,0,0,0.872300005,20,0,0,1.0315263181,40,0.05,0,-0.4115000248,0.0760904256,-1.0781921465,0.1368959581,-0.4706480942,0.5969998837,0.6955000162,0.7849999666,0.9390000105,2.5220000744,0.5439999104,0.6404999495,0.6694999933,0.7344999313,0.8680000305,0.6460001469,0.817499876,0.9659999609,1.1150000095,1.7039999962,0.5590000153,0.6834998131,0.7820000649,1.0600001812,2.7590000629,0.5509998798,0.6419999599,0.7164999247,0.8059999943,2.2730000019,0.6259999275,0.7340000868,0.7760000229,0.9059998989,1.6680002213,0.5980000496,0.7184998989,0.8275001049,0.9709999561,4.3280000687
