0,0,0.05,0,0.05,0,0.025,0,0.125,0.05,0.125,0,633.000135422,138.622950124707,0.467126834419702,17805.689459347,617.000102997,3.89657905727928,84.0002298355001,31850.6888800096,580.000162125,933.000087738,71.9061904912323,1.01356150784794,526.000022888,4.61716641175118,214.000105858,46493.5477556467,473.000049591,149.742704630047,1.16135640159423,72733.7052244308,832.000017166,5.33653505354298,216.00008010625,100519.434588423,545.000076294,180.135922622993,2.74382863535073,0
0.05,0,0.2,0.1,0.1,0,0.175,0,0.175,0.05,0.15,0,487.999916077,91.9214304686874,1.23859898011858,12197.6421057811,273.000001907,0.513065140172789,132.2502493855,13220.4648746326,401.000022888,2482.00011253,168.274921846336,3.2169117904482,313.000202179,2.84609445610557,162.250041961,19438.3316574261,175.999879837,115.642725061983,1.94875842582811,44515.6108783546,503.999948502,0.31468587867297,427.99985408425,119567.117137686,326.999902725,189.772831106431,1.82460269952478,0
0.05,0,0.05,0,0,0,0.05,0,0.1,0.1,0.125,0,471.999883652,80.801499224084,1.80406571821723,20508.8879669915,447.999954224,3.00107624470497,124.00007247875,33789.7842237244,878.999948502,1407.99999237,157.155520821747,-0.140480557172892,335.999965668,0.292911724828163,417.74976253625,123090.841509768,350.999832153,142.329711699084,1.47639151131833,91883.5344539788,503.999948502,3.01704945392305,294.00002956375,260839.161745538,416.000127792,323.948303604717,0.826805291944428,1
0,0,0.05,0,0,0,0.05,0,0.05,0.05,0.075,0,648.000001907,71.1647674799103,0.949669724450664,9305.62837850331,584.000110626,6.03556667502831,101.00007057225,21133.2135016175,625,1528.00011635,124.538387274844,1.65181709849916,480.000019073,6.04535499309612,191.00004434575,89178.4777227965,496.000051498,100.816739201539,2.92292987967973,138033.021457304,648.000001907,1.9467235076585,266.00003242225,151858.823752197,407.00006485,201.633655143083,2.64381750251191,0
0,0,0.05,0,0,0.05,0.075,0,0.075,0.1,0.1,0,522.000074387,187.548915553215,0.714409532885364,54688.115616015,425.999879837,-0.769437222883596,211.2498879435,18028.1659741018,67.9998397827,1790.00020027,206.822555780085,0.778583096127363,369.000196457,5.75718436323253,251.00028514875,86696.460490536,598.000049591,123.797141003527,2.51259815969119,191647.497836398,519.000053406,5.18589245778207,382.49993324625,645252.122388734,528.000116348,287.624585222701,2.4777479135878,1
0.05,0,0,0,0,0,0.075,0,0.075,0.1,0.125,0,440.00005722,124.538387274844,0.548887961678222,31185.9257158957,495.000123978,-1.01396296494671,150.49993991925,11468.4033139783,552.000045776,2455.99985123,356.56543715162,1.37587248462651,470.999956131,2.60797121027383,355.7500839235,197648.083014344,534.999847412,473.690654752531,1.22375745446072,252211.378552885,518.999814987,5.42371082659676,563.4997487045,609856.371152714,496.000051498,256.490120959178,1.24150733286282,1
0.05,0,0.1,0,0,0,0.1,0,0.05,0.15,0.2,0.025,621.000051498,46.7018731360293,2.21471928162673,17408.3773939193,485.999822617,2.62176261012127,105.4998636245,31560.8368901036,607.000112534,1006.99996948,114.901478791407,0.341166213969254,492.000102997,1.2255857804643,204.49984073625,26531.1665350919,522.000074387,141.588288688503,2.30454279299201,31724.5054619764,605.999946594,0.0265051016386693,220.24995088575,34701.9552165071,253.999948502,81.5430989746694,0.00156406667973732,0
0.05,0,0,0,0.35,0.05,0.45,0.025,0.15,0.1,0.175,0,513.000011444,60.0451897145751,1.02944553428157,9429.42097037448,541.000127792,4.58675810961708,59.24987793,7193.94147617859,253.000020981,1993.00003052,201.633478402337,0.399103108628973,282.999992371,-0.0399374944098598,215.25001525875,35244.4099381304,480.000019073,127.503549099377,0.635268835976627,18001.5428045919,575.000047684,-0.433270133506142,208.49978923775,30397.0925035846,500,110.453470945713,0.595402438047698,1
0,0,0,0,0,0,0,0,0,0.1,0.075,0,633.000135422,101.55816221212,1.23574506270937,21216.7842017678,562.99996376,-0.101848918672812,42.7500605587499,1390.93297362988,582.999944687,1975.00014305,67.4583593848018,1.94311377747653,601.999998093,3.86527701867179,143.5000300405,23372.435306606,564.0001297,169.757944608244,1.25920858939248,31482.6769194715,591.000080109,2.20338200384618,380.50001859925,281253.921780118,578.999996185,182.359661436204,2.50560925526214,0
0,0,0,0,0.5,0,0.025,0,0,0,0.05,0,596.999883652,161.603351926695,2.3791282648095,210473.044113863,543.999910355,-0.3323894187298,93.4999585149998,6074.86966842611,646.000146866,1703.99999619,220.16622583864,1.07361758932177,559.000015259,6.53518652501168,374.7503757495,190605.494948324,550.999879837,111.93614022687,4.01393692678736,75723.3039223554,625.999927521,2.59501191017467,167.4998402595,67409.2968944452,598.000049591,173.464175963348,3.92545245904201,1
